study_id,h2_yield_pct,temperature_k,alkali_conc_mol_l,particle_size_d50_um,activator_ratio,al_wt_pct,ga_wt_pct,in_wt_pct,sn_wt_pct,bi_wt_pct,mg_wt_pct,zn_wt_pct,alkali_type,activation_method,water_type,morphology_flag,system_class,source_ref,extractor,extraction_date,extraction_method,measurement_method,temperature_control,vessel_type,rate_definition,value_origin,quality_tier,max_rate_ml_min_g,t80_min
10.0000/synthetic.001,37.817086635086355,333.98266104276973,1.8237005883756732,112.28222498833729,0.08734347784647248,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,foil,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.001,56.86362533777855,353.4711997624308,0.3498164501343961,47.55395768720281,0.05871875155333672,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,powder,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.001,44.353847390233355,334.2070899021831,3.985881241964325,156.99574361217628,0.16280407693320695,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,flake,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.001,29.26391471984084,303.8531109504167,2.7712633815083243,144.7495107686936,0.10020895502067272,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,powder,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.001,49.16676226331888,343.26082438005284,2.286127356578895,89.7850988392321,0.1260565186237777,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,nano,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.001,29.641893748721376,305.6703836378335,5.451484144245642,192.41763524535338,0.05317399229190392,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,flake,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.002,59.34096105324382,348.61880875777666,2.696169012862732,143.66114764264012,0.01927819243069986,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,flake,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.002,39.39439981688904,311.15361871168994,3.475317413651376,61.885368205979844,0.17132285681847512,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,foil,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.002,65.42969048386814,344.7650921368109,3.763853044214659,86.98651491524564,0.129969320310964,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,nano,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.002,28.360340859676775,300.70492130102303,1.9791672739967119,99.30417302965927,0.02068059354451033,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,powder,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.002,30.99210765385917,309.0885429548976,3.48636683820237,185.09890355698263,0.11818309829628336,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,flake,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.002,38.97801080842523,329.34972340128854,0.4963799995346314,156.76431022280696,0.09814139887090419,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,powder,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.002,42.17796611821291,335.1623234044449,1.6018539785513615,95.2243908103338,0.10413448049430757,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,foil,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.002,48.99855567329233,351.7089750726333,0.8414945339916646,179.33599359611358,0.021715148227088713,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,flake,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.003,44.13469496006337,316.28019594953554,4.361967685721296,132.22510430368845,0.021548189191179314,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,nano,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.003,27.01508776660654,300.4318161514517,2.2255337031746327,111.41564140890519,0.16165029441286038,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,foil,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.003,77.37378820206725,359.9384606795334,3.0903427753902872,58.892649789883606,0.18720871400979266,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,powder,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.003,52.60318146668378,326.2813089001975,5.350063597529484,198.48273724711157,0.17815849817570498,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,powder,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.003,57.01415261559164,331.7257934251192,4.632074592665928,63.869881314327806,0.07473154577474202,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,foil,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.003,34.97810444346909,315.0599335349862,1.4458234500341085,187.42581695622206,0.16622253442498125,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,powder,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.003,43.530483701280886,309.65244003025305,5.247372245024787,120.27717551264786,0.06206473458001896,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,foil,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.003,50.947619887412,330.5481771031522,0.08361772624920927,29.635603007698904,0.026364443557304208,95.0,3.0,2.0,0.0,0.0,,0.0,none,liquid_metal,DI,foil,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.004,37.5620549076552,305.9191128008545,4.165574613857319,101.75965639250597,0.03995513033201153,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.004,35.36782170757096,346.0339602545102,0.7425228219020676,27.080492559905338,0.07951563876498813,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.004,44.98510014600173,329.75796294784965,5.733739542281819,132.90997833995291,0.18496168586240544,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,flake,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.004,28.44934985499278,339.20838225927054,0.8420375823834758,22.073583346399907,0.19324638242863634,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.004,72.26673483462825,358.6465094040137,2.8042896093317493,161.0678222069812,0.003567356795397547,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,nano,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.004,50.354957506813015,349.79311074113554,3.184617543594321,47.29550765132031,0.17354779075520224,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.004,37.588420534907144,324.8171520027892,2.5552925182410595,75.46262463802935,0.173498126350465,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,flake,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.004,50.379113425799716,313.38305359484275,4.899412580543462,149.45684176844583,0.013311771391035633,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,flake,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.005,35.06400172773378,307.5012608725254,1.8620080435444466,165.10817390081192,0.18419409449749005,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,nano,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.005,19.694907621324674,307.9848706874838,0.1268880980186402,23.98252266940564,0.03492829418717054,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.005,47.21208183971941,336.42434804721313,2.3617827409921697,136.46219083310177,0.10090524740444602,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,nano,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.005,30.239456640242516,300.82587903083146,1.420469226626376,37.118183509708295,0.11424653034855455,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.005,35.15147645173206,301.2015177952936,3.142517692305823,75.34921355345475,0.16669171075771194,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.005,40.693740055943145,304.4423542026919,5.415918863565702,168.8714153679528,0.1604051760547187,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.005,40.34881056164126,339.76141293971057,0.8073132504788825,156.02027456104767,0.10284457403808289,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.005,34.41337110208876,323.030817246523,1.5987799050050764,128.2730909761849,0.09557545480474916,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.006,32.39044735430773,313.1170461343768,2.1983546989574845,74.13485021291048,0.0758928159453858,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,powder,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.006,71.4407251533972,359.6757652364971,2.885462569800471,183.3532558880974,0.10708695796600064,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,nano,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.006,48.90377974794572,340.41817713640665,3.196333656394441,161.0739737614684,0.05763112283649235,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,powder,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.006,42.004714126517555,343.1618783732024,0.7926170238092636,172.28309459685292,0.019019149645986923,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,nano,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.006,15.82057465458005,303.4920592235288,0.824447580226813,187.25202471742458,0.16017683521701934,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,flake,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.006,44.7229976156562,349.6824645339006,1.5203001230351232,189.25938550064873,0.019009839512880246,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,nano,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.006,29.009019340209797,309.13393476603125,3.434583084203098,113.42517168301593,0.10452635510262456,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,nano,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.006,45.506088706149775,329.9899590124029,5.587417414140611,120.31909486299985,0.023420713180022104,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,foil,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.007,60.681734261485715,340.7611135276343,4.6459284968510595,84.30305185728551,0.06672755166564763,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,nano,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.007,34.78357667000982,315.5847711591614,1.8866398812255774,73.47421153663875,0.02955667450843833,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,foil,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.007,47.01459362281769,326.463762417919,4.378114252064267,77.28064473270456,0.18722799736769247,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,flake,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.007,43.822760218578715,322.4633657762537,4.306561416021861,197.3396774399401,0.023695715443408275,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,foil,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.007,61.912355549511965,339.4098024594285,3.529547999815324,25.262413988687403,0.002460537177720568,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,powder,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.007,40.79618409632471,317.19833664736586,2.653884762407359,92.25106827791167,0.18368837910311087,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,flake,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.007,31.788900074822504,305.1882467147472,5.275200145846472,199.40989690967703,0.16737931593218766,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,powder,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.007,44.23438061143824,341.2695078469249,0.5426443619047965,130.3748780962006,0.005799900640893885,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,ball_milling,DI,powder,mechanically_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.008,24.548740337133744,307.29642188583125,1.1892253632773873,155.5768201977515,0.13125380786549803,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,foil,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.008,30.90698795038188,301.3577646059359,4.808890865156492,121.57911035189781,0.1698817685846146,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,powder,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.008,68.52846191805826,350.06265048670895,4.632650394626284,185.6312906042838,0.16759604373107662,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,flake,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.008,38.73641151300988,306.1200391548668,4.471128769973067,101.40166704840432,0.17022621995238701,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,powder,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.008,62.991539046651994,345.7503709757855,1.6245525079068015,39.41525668291192,0.19604095697973636,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,nano,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.008,67.5418737038405,338.0600830452896,5.304874268200903,9.427759764453253,0.03462556928450065,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,nano,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.008,36.298063543096,309.92965987722073,2.751363854750939,196.0254087312843,0.1272816684215554,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,foil,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.008,80.35371083712863,359.49158948127615,3.4681032948452533,60.96718387042887,0.12984663104906177,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,liquid_metal,DI,nano,liquid_metal_activated,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.009,41.57032646078373,307.64853434480375,2.424206344444596,102.16219495094147,0.023843505239548923,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.009,40.29221751581116,317.805799244454,3.66592528221977,86.15273952258865,0.08236217931711405,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.009,33.056130107643796,312.1458542353025,1.9022454679034273,118.07294343339264,0.08368000883137208,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,flake,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.009,45.78554844077303,335.2097656529375,4.212013086662228,113.58860818595227,0.13048661130420633,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,flake,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.009,54.38014443496097,349.183094429087,2.5885091710793406,110.27973233633621,0.07213146689005086,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.009,68.27083688287395,355.616187637041,3.0217975510985955,184.29038226174313,0.15997408215276732,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,nano,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.009,50.30626464083999,352.42985355242945,0.6951403460116103,99.33418765696726,0.16839864220789263,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.009,24.249267029432072,319.7184526326005,1.8833602188119354,35.42589459312717,0.002936568712014154,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,waste_al,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.010,51.085398209660426,353.67562153234627,0.9216773943638088,75.0800530651181,0.02393451117297887,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,nano,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.010,80.1434717339762,362.70519071793643,1.8657690595245973,154.64887337956253,0.14108127309680255,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,flake,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.010,23.61966724665124,339.65776124810037,1.2543459516134488,3.1348013501595724,0.03275026085165918,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,nano,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.010,87.5897693374756,362.29364517443435,5.03441838529028,111.63791617766122,0.02831917771375494,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.010,35.57540293992363,323.5172265297248,4.5319810367684665,16.929807445590818,0.09386538683808027,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,foil,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.010,51.69310777844966,356.961735440154,1.3971137096622375,9.885168705881497,0.09803950848031728,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,powder,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.010,24.987563341727046,330.0638484302933,1.4620047243342813,17.738951576819524,0.1275177400956918,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,nano,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
10.0000/synthetic.010,44.52860503608444,347.58869623756937,2.1996503095956745,12.56358786256802,0.0676912966594652,100.0,0.0,0.0,0.0,0.0,,0.0,NaOH,none,DI,nano,pure_al_alkali,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.011,42.19622342214591,329.3672130581741,5.112093101287014,153.95689030241644,0.18191044877426998,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,flake,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.011,36.56352750520393,320.13840171344907,3.188466246027466,100.26457474776556,0.07971050134030813,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,nano,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,C,,
10.0000/synthetic.011,51.29798539439005,339.0040956237083,2.0331338136576296,36.323809904956526,0.004964626359714508,95.0,3.0,2.0,0.0,0.0,,0.0,NaOH,none,DI,nano,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,A,,
10.0000/synthetic.011,25.121927619683497,317.9897797073511,0.04388673775809382,120.09696111998959,0.14060669313977853,95.0,3.0,2.0,0.0,0.0,,0.0,none,none,DI,foil,al_alloy,fig.2,synthetic,2026-06-14,table,water_displacement,isothermal_bath,closed,initial,reported,B,,
